,UID,company,drugName,BTDdate,approvDate,ticker,date,daysFromBTD,daysFromApprov,value,pcReturn
581,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,10/22/14,-5,-345,250,0.0001
582,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,10/23/14,-4,-344,250,0.0001
583,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,10/24/14,-3,-343,250,0.0001
584,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,10/27/14,0,-340,250,0.0001
585,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,10/28/14,1,-339,250,0.0001
586,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,10/29/14,2,-338,250,0.0001
587,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,10/30/14,3,-337,250,0.0001
588,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,10/31/14,4,-336,250,0.0001
589,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,11/3/14,7,-333,250,0.0001
590,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,11/4/14,8,-332,250,0.0001
591,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,11/5/14,9,-331,250,0.0001
592,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,11/6/14,10,-330,250,0.0001
593,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,11/7/14,11,-329,250,0.0001
594,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,11/10/14,14,-326,250,0.0001
595,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,11/11/14,15,-325,250,0.0001
596,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,11/12/14,16,-324,250,0.0001
597,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,11/13/14,17,-323,250,0.0001
598,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,11/14/14,18,-322,250,0.0001
599,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,11/17/14,21,-319,250,0.0001
600,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,11/18/14,22,-318,250,0.0001
601,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,11/19/14,23,-317,250,0.0001
602,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,11/20/14,24,-316,250,0.0001
603,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,11/21/14,25,-315,250,0.0001
604,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,11/24/14,28,-312,250,0.0001
605,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,11/25/14,29,-311,250,0.0001
606,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,11/26/14,30,-310,250,0.0001
607,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,11/28/14,32,-308,250,0.0001
608,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,12/1/14,35,-305,250,0.0001
609,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,12/2/14,36,-304,250,0.0001
610,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,12/3/14,37,-303,250,0.0001
611,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,12/4/14,38,-302,250,0.0001
612,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,12/5/14,39,-301,250,0.0001
613,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,12/8/14,42,-298,250,0.0001
614,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,12/9/14,43,-297,250,0.0001
615,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,12/10/14,44,-296,250,0.0001
616,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,12/11/14,45,-295,250,0.0001
617,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,12/12/14,46,-294,250,0.0001
618,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,12/15/14,49,-291,250,0.0001
619,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,12/16/14,50,-290,250,0.0001
620,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,12/17/14,51,-289,250,0.0001
621,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,12/18/14,52,-288,250,0.0001
622,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,12/19/14,53,-287,250,0.0001
623,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,12/22/14,56,-284,250,0.0001
624,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,12/23/14,57,-283,250,0.0001
625,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,12/24/14,58,-282,250,0.0001
626,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,12/26/14,60,-280,250,0.0001
627,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,12/29/14,63,-277,250,0.0001
628,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,12/30/14,64,-276,250,0.0001
629,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,12/31/14,65,-275,250,0.0001
630,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,1/2/15,67,-273,250,0.0001
631,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,1/5/15,70,-270,250,0.0001
632,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,1/6/15,71,-269,250,0.0001
633,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,1/7/15,72,-268,250,0.0001
634,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,1/8/15,73,-267,250,0.0001
635,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,1/9/15,74,-266,250,0.0001
636,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,1/12/15,77,-263,250,0.0001
637,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,1/13/15,78,-262,250,0.0001
638,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,1/14/15,79,-261,250,0.0001
639,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,1/15/15,80,-260,250,0.0001
640,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,1/16/15,81,-259,250,0.0001
641,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,1/20/15,85,-255,250,0.0001
642,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,1/21/15,86,-254,250,0.0001
643,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,1/22/15,87,-253,250,0.0001
644,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,1/23/15,88,-252,250,0.0001
645,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,1/26/15,91,-249,250,0.0001
646,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,1/27/15,92,-248,250,0.0001
647,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,1/28/15,93,-247,250,0.0001
648,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,1/29/15,94,-246,250,0.0001
649,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,1/30/15,95,-245,250,0.0001
650,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,2/2/15,98,-242,250,0.0001
651,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,2/3/15,99,-241,250,0.0001
652,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,2/4/15,100,-240,250,0.0001
653,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,2/5/15,101,-239,250,0.0001
654,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,2/6/15,102,-238,250,0.0001
655,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,2/9/15,105,-235,250,0.0001
656,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,2/10/15,106,-234,250,0.0001
657,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,2/11/15,107,-233,250,0.0001
658,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,2/12/15,108,-232,250,0.0001
659,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,2/13/15,109,-231,250,0.0001
660,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,2/17/15,113,-227,250,0.0001
661,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,2/18/15,114,-226,250,0.0001
662,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,2/19/15,115,-225,250,0.0001
663,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,2/20/15,116,-224,250,0.0001
664,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,2/23/15,119,-221,250,0.0001
665,Merck Keytruda 2014-10-27,Merck,Keytruda,10/27/14,10/2/15,MRK,2/24/15,120,-220,250,0.0001
666,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,11/15/12,-120,-530,250,0.0001
667,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,11/16/12,-119,-529,250,0.0001
668,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,11/19/12,-116,-526,250,0.0001
669,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,11/20/12,-115,-525,250,0.0001
670,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,11/21/12,-114,-524,250,0.0001
671,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,11/23/12,-112,-522,250,0.0001
672,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,11/26/12,-109,-519,250,0.0001
673,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,11/27/12,-108,-518,250,0.0001
674,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,11/28/12,-107,-517,250,0.0001
675,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,11/29/12,-106,-516,250,0.0001
676,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,11/30/12,-105,-515,250,0.0001
677,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,12/3/12,-102,-512,250,0.0001
678,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,12/4/12,-101,-511,250,0.0001
679,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,12/5/12,-100,-510,250,0.0001
680,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,12/6/12,-99,-509,250,0.0001
681,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,12/7/12,-98,-508,250,0.0001
682,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,12/10/12,-95,-505,250,0.0001
683,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,12/11/12,-94,-504,250,0.0001
684,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,12/12/12,-93,-503,250,0.0001
685,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,12/13/12,-92,-502,250,0.0001
686,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,12/14/12,-91,-501,250,0.0001
687,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,12/17/12,-88,-498,250,0.0001
688,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,12/18/12,-87,-497,250,0.0001
689,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,12/19/12,-86,-496,250,0.0001
690,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,12/20/12,-85,-495,250,0.0001
691,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,12/21/12,-84,-494,250,0.0001
692,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,12/24/12,-81,-491,250,0.0001
693,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,12/26/12,-79,-489,250,0.0001
694,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,12/27/12,-78,-488,250,0.0001
695,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,12/28/12,-77,-487,250,0.0001
696,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,12/31/12,-74,-484,250,0.0001
697,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,1/2/13,-72,-482,250,0.0001
698,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,1/3/13,-71,-481,250,0.0001
699,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,1/4/13,-70,-480,250,0.0001
700,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,1/7/13,-67,-477,250,0.0001
701,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,1/8/13,-66,-476,250,0.0001
702,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,1/9/13,-65,-475,250,0.0001
703,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,1/10/13,-64,-474,250,0.0001
704,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,1/11/13,-63,-473,250,0.0001
705,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,1/14/13,-60,-470,250,0.0001
706,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,1/15/13,-59,-469,250,0.0001
707,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,1/16/13,-58,-468,250,0.0001
708,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,1/17/13,-57,-467,250,0.0001
709,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,1/18/13,-56,-466,250,0.0001
710,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,1/22/13,-52,-462,250,0.0001
711,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,1/23/13,-51,-461,250,0.0001
712,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,1/24/13,-50,-460,250,0.0001
713,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,1/25/13,-49,-459,250,0.0001
714,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,1/28/13,-46,-456,250,0.0001
715,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,1/29/13,-45,-455,250,0.0001
716,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,1/30/13,-44,-454,250,0.0001
717,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,1/31/13,-43,-453,250,0.0001
718,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,2/1/13,-42,-452,250,0.0001
719,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,2/4/13,-39,-449,250,0.0001
720,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,2/5/13,-38,-448,250,0.0001
721,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,2/6/13,-37,-447,250,0.0001
722,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,2/7/13,-36,-446,250,0.0001
723,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,2/8/13,-35,-445,250,0.0001
724,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,2/11/13,-32,-442,250,0.0001
725,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,2/12/13,-31,-441,250,0.0001
726,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,2/13/13,-30,-440,250,0.0001
727,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,2/14/13,-29,-439,250,0.0001
728,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,2/15/13,-28,-438,250,0.0001
729,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,2/19/13,-24,-434,250,0.0001
730,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,2/20/13,-23,-433,250,0.0001
731,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,2/21/13,-22,-432,250,0.0001
732,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,2/22/13,-21,-431,250,0.0001
733,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,2/25/13,-18,-428,250,0.0001
734,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,2/26/13,-17,-427,250,0.0001
735,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,2/27/13,-16,-426,250,0.0001
736,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,2/28/13,-15,-425,250,0.0001
737,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,3/1/13,-14,-424,250,0.0001
738,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,3/4/13,-11,-421,250,0.0001
739,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,3/5/13,-10,-420,250,0.0001
740,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,3/6/13,-9,-419,250,0.0001
741,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,3/7/13,-8,-418,250,0.0001
742,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,3/8/13,-7,-417,250,0.0001
743,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,3/11/13,-4,-414,250,0.0001
744,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,3/12/13,-3,-413,250,0.0001
745,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,3/13/13,-2,-412,250,0.0001
746,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,3/14/13,-1,-411,250,0.0001
747,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,3/15/13,0,-410,250,0.0001
748,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,3/18/13,3,-407,250,0.0001
749,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,3/19/13,4,-406,250,0.0001
750,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,3/20/13,5,-405,250,0.0001
751,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,3/21/13,6,-404,250,0.0001
752,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,3/22/13,7,-403,250,0.0001
753,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,3/25/13,10,-400,250,0.0001
754,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,3/26/13,11,-399,250,0.0001
755,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,3/27/13,12,-398,250,0.0001
756,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,3/28/13,13,-397,250,0.0001
757,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,4/1/13,17,-393,250,0.0001
758,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,4/2/13,18,-392,250,0.0001
759,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,4/3/13,19,-391,250,0.0001
760,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,4/4/13,20,-390,250,0.0001
761,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,4/5/13,21,-389,250,0.0001
762,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,4/8/13,24,-386,250,0.0001
763,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,4/9/13,25,-385,250,0.0001
764,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,4/10/13,26,-384,250,0.0001
765,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,4/11/13,27,-383,250,0.0001
766,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,4/12/13,28,-382,250,0.0001
767,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,4/15/13,31,-379,250,0.0001
768,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,4/16/13,32,-378,250,0.0001
769,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,4/17/13,33,-377,250,0.0001
770,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,4/18/13,34,-376,250,0.0001
771,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,4/19/13,35,-375,250,0.0001
772,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,4/22/13,38,-372,250,0.0001
773,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,4/23/13,39,-371,250,0.0001
774,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,4/24/13,40,-370,250,0.0001
775,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,4/25/13,41,-369,250,0.0001
776,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,4/26/13,42,-368,250,0.0001
777,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,4/29/13,45,-365,250,0.0001
778,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,4/30/13,46,-364,250,0.0001
779,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,5/1/13,47,-363,250,0.0001
780,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,5/2/13,48,-362,250,0.0001
781,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,5/3/13,49,-361,250,0.0001
782,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,5/6/13,52,-358,250,0.0001
783,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,5/7/13,53,-357,250,0.0001
784,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,5/8/13,54,-356,250,0.0001
785,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,5/9/13,55,-355,250,0.0001
786,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,5/10/13,56,-354,250,0.0001
787,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,5/13/13,59,-351,250,0.0001
788,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,5/14/13,60,-350,250,0.0001
789,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,5/15/13,61,-349,250,0.0001
790,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,5/16/13,62,-348,250,0.0001
791,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,5/17/13,63,-347,250,0.0001
792,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,5/20/13,66,-344,250,0.0001
793,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,5/21/13,67,-343,250,0.0001
794,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,5/22/13,68,-342,250,0.0001
795,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,5/23/13,69,-341,250,0.0001
796,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,5/24/13,70,-340,250,0.0001
797,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,5/28/13,74,-336,250,0.0001
798,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,5/29/13,75,-335,250,0.0001
799,Novartis Zykadia 2013-03-15,Novartis,Zykadia,3/15/13,4/29/14,NVS,5/30/13,76,-334,250,0.0001
